Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
208,"['NYSE_TTE_2023', 'deutsche-telekom-ag_2023']","['381', '46']","['0', '0']",154500.0,['NYSE_TTE'],GWh,"[2023, 2022, 2021, 2020]",Which company has the highest average energy consumed in the last 4 years among the following companies in GWh?,multistep_sup,302,NYSE_TTE
209,"['NYSE_TTE_2023', 'deutsche-telekom-ag_2023']","['381', '46']","['0', '0']",[154500.  12915.],"['NYSE_TTE', 'deutsche-telekom-ag']",GWh,"[2023, 2022, 2021, 2020]",What are the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in GWh?,multistep_rank,302,"154500.0, 12915.0"
210,"['NASDAQ_DASTY_2023', 'vivendi_2023']","['141', '105']","['0', '0']",1.86,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,1.86
211,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['84', '79']","['0', '0']",13.86,['OTC_ADDDF'],million mt CO2e,"[2023, 2022]",What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,multistep_sup,305,13.86
212,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['137', '79']","['0', '0']",173.81,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,173.81
213,"['axa_2023', 'vivendi_2023']","['179', '105']","['0', '0']",[10759.5 21490. ],"['vivendi', 'axa']",tCO2eq,"[2023, 2022]",Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,multistep_rank,305,"vivendi, axa"
214,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023']","['141', '84']","['0', '0']",[ 4327.  21817.5],"['NASDAQ_DASTY', 'OTC_ADDDF']",tCO2-eq,"[2023, 2022]",Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2-eq?,multistep_rank,305,"NASDAQ_DASTY, OTC_ADDDF"
215,"['NYSE_AZ_2023', 'munich-re_2023']","['60', '46']","['0', '0']",3086777,['munich-re'],tCO2e,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,multistep_sup,305,3086777
216,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023']","['141', '63']","['0', '0']",3.85,[],,"[2023, 2022]",What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,multistep_mean,305,3.85
217,"['heidelberg-materials_2023', 'vivendi_2023']","['358', '140']","['0', '0']",[ 3751. 47652.],"['vivendi', 'heidelberg-materials']",tons,"[2023, 2022]",Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,multistep_rank,306,"vivendi, heidelberg-materials"
218,"['OTC_DPSGY_2023', 'heidelberg-materials_2023']","['3', '374']","['0', '0']",10.52,[],,[2023],What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_mean,302,10.52
219,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['132', '139']","['0', '0']",1.8,['OTC_BAYZF'],,"[2023, 2022]",Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,multistep_sup,303,OTC_BAYZF
220,"['heidelberg-materials_2023', 'vivendi_2023']","['358', '140']","['0', '0']",35.09,['vivendi'],,[2022],Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,multistep_sup,306,vivendi
221,"['OTC_ADDDF_2023', 'munich-re_2023']","['84', '46']","['0', '0']",7799933.0,['OTC_ADDDF'],tCO2e,[2022],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,multistep_sup,305,OTC_ADDDF
222,"['OTC_BAMGF_2023', 'OTC_ESOCF_2023']","['310', '139']","['0', '0']",[ 9.89 80.6 ],"['OTC_BAMGF', 'OTC_ESOCF']",millions of m3,"[2023, 2022]",Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,multistep_rank,303,"OTC_BAMGF, OTC_ESOCF"
223,"['NYSE_TTE_2023', 'prosiebensat1-media_2023']","['381', '64']","['0', '0']",5.42,['NYSE_TTE'],,"[2023, 2022]",What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_sup,302,5.42
224,"['NYSE_TTE_2023', 'vivendi_2023']","['387', '140']","['3', '0']",[38.77  7.92],"['NYSE_TTE', 'vivendi']",,[2023],Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,multistep_rank,306,"NYSE_TTE, vivendi"
225,"['NYSE_TTE_2023', 'heidelberg-materials_2023']","['381', '374']","['0', '0']",1.9,['heidelberg-materials'],,"[2023, 2022]",Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,multistep_sup,302,heidelberg-materials
226,"['OTC_RWNEF_2023', 'munich-re_2023']","['79', '46']","['0', '0']",[4.000e-02 7.365e+01],"['munich-re', 'OTC_RWNEF']",million mt CO2e,"[2023, 2022]",What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,multistep_rank,305,"0.04, 73.65"
227,"['munich-re_2023', 'prosiebensat1-media_2023']","['47', '64']","['1', '0']",66.35,['prosiebensat1-media'],GWh,"[2023, 2022]",What is the lowest total energy consumption over the last 2 years among the following companies in GWh?,multistep_sup,302,66.35
228,"['axa_2023', 'vivendi_2023']","['179', '105']","['0', '0']",[21490.  10759.5],"['axa', 'vivendi']",tCO2eq,"[2023, 2022]",What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,multistep_rank,305,"21490.0, 10759.5"
229,"['OTC_SU_2023', 'vivendi_2023']","['309', '140']","['0', '0']",25.97,['vivendi'],,[2022],What is the highest percentage of hazardous waste generated in 2022 among the following companies?,multistep_sup,306,25.97
230,"['axa_2023', 'vivendi_2023']","['179', '105']","['0', '0']",[10759.5 21490. ],"['vivendi', 'axa']",tCO2eq,"[2023, 2022]",What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,multistep_rank,305,"10759.5, 21490.0"
